"taxon" "sample_id" "abundance" "species"
"1010" "Actinobacteriota" "G_FM62" 0.0147008820529232 "Fejervarya_multistriata"
"1011" "Actinobacteriota" "G_FM63" 0.0702260533908009 "Fejervarya_multistriata"
"1012" "Actinobacteriota" "G_FM64" 0.183130843457827 "Fejervarya_multistriata"
"1013" "Actinobacteriota" "G_FM65" 0.120499577519012 "Fejervarya_multistriata"
"1014" "Actinobacteriota" "G_FM66" 0.1664 "Fejervarya_multistriata"
"1015" "Actinobacteriota" "G_FM67" 0.115380961666342 "Fejervarya_multistriata"
"1016" "Actinobacteriota" "G_FM68" 0.00299988000479981 "Fejervarya_multistriata"
"1017" "Actinobacteriota" "G_FM69" 0.071928921066184 "Fejervarya_multistriata"
"1018" "Actinobacteriota" "G_FM7" 0.0233637149956752 "Fejervarya_multistriata"
"1019" "Actinobacteriota" "G_FM70" 0.0691427657106284 "Fejervarya_multistriata"
"1020" "Actinobacteriota" "G_FM71" 0.0481978918735124 "Fejervarya_multistriata"
"1021" "Actinobacteriota" "G_FM72" 0.00541991870121948 "Fejervarya_multistriata"
"1022" "Actinobacteriota" "G_FM73" 0.0558194418055819 "Fejervarya_multistriata"
"1023" "Actinobacteriota" "G_FM74" 0.00583491247631286 "Fejervarya_multistriata"
"1024" "Actinobacteriota" "G_FM75" 0.145348081327319 "Fejervarya_multistriata"
"1025" "Actinobacteriota" "G_FM76" 0.0206554131082622 "Fejervarya_multistriata"
"1026" "Actinobacteriota" "G_FM77" 0.257030140602812 "Fejervarya_multistriata"
"1027" "Actinobacteriota" "G_FM78" 0.00420502102510513 "Fejervarya_multistriata"
"1028" "Actinobacteriota" "G_FM79" 0.0749470021199152 "Fejervarya_multistriata"
"1029" "Actinobacteriota" "G_FM8" 0.0125657539452367 "Fejervarya_multistriata"
"1030" "Actinobacteriota" "G_FM80" 0.109807803843923 "Fejervarya_multistriata"
"1031" "Actinobacteriota" "G_FM81" 0.0225059002360094 "Fejervarya_multistriata"
"1032" "Actinobacteriota" "G_FM82" 0.0029999700003 "Fejervarya_multistriata"
"1033" "Actinobacteriota" "G_FM83" 0.02311604022181 "Fejervarya_multistriata"
"1034" "Actinobacteriota" "G_FM84" 0.00146505127679469 "Fejervarya_multistriata"
"1035" "Actinobacteriota" "G_FM85" 0.0157507087818952 "Fejervarya_multistriata"
"1036" "Actinobacteriota" "G_FM86" 0.037105 "Fejervarya_multistriata"
"1037" "Actinobacteriota" "G_FM87" 0.0208203123046846 "Fejervarya_multistriata"
"1038" "Actinobacteriota" "G_FM88" 0.035265 "Fejervarya_multistriata"
"1039" "Actinobacteriota" "G_FM89" 0.0508729650813967 "Fejervarya_multistriata"
"1040" "Actinobacteriota" "G_FM9" 0.0126351895278429 "Fejervarya_multistriata"
"1041" "Actinobacteriota" "G_FM90" 0.278469239270123 "Fejervarya_multistriata"
"1042" "Actinobacteriota" "G_FM91" 0.0974079222376671 "Fejervarya_multistriata"
"1043" "Actinobacteriota" "G_FM92" 0.0129170290833108 "Fejervarya_multistriata"
"1044" "Actinobacteriota" "G_FM93" 0.0899677508062298 "Fejervarya_multistriata"
"1045" "Actinobacteriota" "G_FM94" 0.00863508635086351 "Fejervarya_multistriata"
"1046" "Actinobacteriota" "G_FM95" 0.0412112363370901 "Fejervarya_multistriata"
"1047" "Actinobacteriota" "G_FM96" 0.0468709374187484 "Fejervarya_multistriata"
"1048" "Actinobacteriota" "G_FM97" 0.0335546644533555 "Fejervarya_multistriata"
"1049" "Actinobacteriota" "G_FM98" 0.118132321399109 "Fejervarya_multistriata"
"1050" "Actinobacteriota" "G_FM99" 0.0558694413055869 "Fejervarya_multistriata"
"1051" "Actinobacteriota" "G_HG1" 0.00934509345093451 "Hylarana_guentheri"
"1052" "Actinobacteriota" "G_HG10" 0.0488762219055476 "Hylarana_guentheri"
"1053" "Actinobacteriota" "G_HG11" 0.00306998465007675 "Hylarana_guentheri"
"1054" "Actinobacteriota" "G_HG12" 0.0105954238169527 "Hylarana_guentheri"
"1055" "Actinobacteriota" "G_HG13" 0.0222908916356654 "Hylarana_guentheri"
"1056" "Actinobacteriota" "G_HG14" 0.005665 "Hylarana_guentheri"
"1057" "Actinobacteriota" "G_HG15" 0.0707424759866595 "Hylarana_guentheri"
"1058" "Actinobacteriota" "G_HG16" 0.00182500912504563 "Hylarana_guentheri"
"1059" "Actinobacteriota" "G_HG17" 0.0592791108133378 "Hylarana_guentheri"
"1060" "Actinobacteriota" "G_HG18" 0.00975514632719491 "Hylarana_guentheri"
"1061" "Actinobacteriota" "G_HG19" 0.00082999585002075 "Hylarana_guentheri"
"1062" "Actinobacteriota" "G_HG2" 0.00375 "Hylarana_guentheri"
"1063" "Actinobacteriota" "G_HG20" 0.0004149958500415 "Hylarana_guentheri"
"1064" "Actinobacteriota" "G_HG21" 0.0150950754753774 "Hylarana_guentheri"
"1065" "Actinobacteriota" "G_HG22" 0.002755 "Hylarana_guentheri"
"1066" "Actinobacteriota" "G_HG23" 0.0148448515514845 "Hylarana_guentheri"
"1067" "Actinobacteriota" "G_HG24" 0.00360003600036 "Hylarana_guentheri"
"1068" "Actinobacteriota" "G_HG25" 0.00170497442538362 "Hylarana_guentheri"
"1069" "Actinobacteriota" "G_HG26" 0.008875 "Hylarana_guentheri"
"1070" "Actinobacteriota" "G_HG27" 0.0058599707001465 "Hylarana_guentheri"
"1071" "Actinobacteriota" "G_HG28" 0.00539513487837196 "Hylarana_guentheri"
"1072" "Actinobacteriota" "G_HG29" 0.0207894802629934 "Hylarana_guentheri"
"1073" "Actinobacteriota" "G_HG3" 0.00896044802240112 "Hylarana_guentheri"
"1074" "Actinobacteriota" "G_HG4" 0.160603030151508 "Hylarana_guentheri"
"1075" "Actinobacteriota" "G_HG5" 0.00706010590158852 "Hylarana_guentheri"
"1076" "Actinobacteriota" "G_HG6" 0.0352441188970276 "Hylarana_guentheri"
"1077" "Actinobacteriota" "G_HG7" 0.0022050220502205 "Hylarana_guentheri"
"1078" "Actinobacteriota" "G_HG8" 0.0384305764586469 "Hylarana_guentheri"
"1079" "Actinobacteriota" "G_HG9" 0.0226151130755654 "Hylarana_guentheri"
"1080" "Actinobacteriota" "G_KR1" 0.0360298198509007 "Kaloula_rugifera"
"1081" "Actinobacteriota" "G_KR2" 0.0748286395656369 "Kaloula_rugifera"
"1082" "Actinobacteriota" "G_KR3" 0.019275 "Kaloula_rugifera"
"1083" "Actinobacteriota" "G_KR4" 0.0264289428422863 "Kaloula_rugifera"
"1084" "Actinobacteriota" "G_KR5" 0.124698765061747 "Kaloula_rugifera"
"1085" "Actinobacteriota" "G_KR6" 0.000189995250118747 "Kaloula_rugifera"
"1086" "Actinobacteriota" "G_KR7" 0.193508064919351 "Kaloula_rugifera"
"1087" "Actinobacteriota" "G_KR8" 0.0545839083218336 "Kaloula_rugifera"
"1088" "Actinobacteriota" "G_MF1" 0.100998029940898 "Microhyla_fissipes"
"1089" "Actinobacteriota" "G_MF10" 0.0423019035856614 "Microhyla_fissipes"
"1090" "Actinobacteriota" "G_MF11" 0.000950014250213753 "Microhyla_fissipes"
"1091" "Actinobacteriota" "G_MF12" 0.0147050735253676 "Microhyla_fissipes"
"1092" "Actinobacteriota" "G_MF13" 0.012820128201282 "Microhyla_fissipes"
"1093" "Actinobacteriota" "G_MF14" 0.00454497727511362 "Microhyla_fissipes"
"1094" "Actinobacteriota" "G_MF15" 0.0103802595064877 "Microhyla_fissipes"
"1095" "Actinobacteriota" "G_MF16" 0.0456693149602756 "Microhyla_fissipes"
"1096" "Actinobacteriota" "G_MF17" 0.0340648296758516 "Microhyla_fissipes"
"1097" "Actinobacteriota" "G_MF18" 0.0372109302732568 "Microhyla_fissipes"
"1098" "Actinobacteriota" "G_MF19" 0.00326986920523179 "Microhyla_fissipes"
"1099" "Actinobacteriota" "G_MF2" 0.0258751293756469 "Microhyla_fissipes"
"1100" "Actinobacteriota" "G_MF20" 0.003190031900319 "Microhyla_fissipes"
"1101" "Actinobacteriota" "G_MF21" 0.00116504660186407 "Microhyla_fissipes"
"1102" "Actinobacteriota" "G_MF22" 0.0109900549502748 "Microhyla_fissipes"
"1103" "Actinobacteriota" "G_MF23" 0.080519597402013 "Microhyla_fissipes"
"1104" "Actinobacteriota" "G_MF24" 0.004379956200438 "Microhyla_fissipes"
"1105" "Actinobacteriota" "G_MF25" 0.120295 "Microhyla_fissipes"
"1106" "Actinobacteriota" "G_MF3" 0.00698017450436261 "Microhyla_fissipes"
"1107" "Actinobacteriota" "G_MF4" 0.000140001400014 "Microhyla_fissipes"
"1108" "Actinobacteriota" "G_MF5" 0.0209152091520915 "Microhyla_fissipes"
"1109" "Actinobacteriota" "G_MF6" 0.000419995800042 "Microhyla_fissipes"
"1110" "Actinobacteriota" "G_MF7" 0.0182145446363841 "Microhyla_fissipes"
"1111" "Actinobacteriota" "G_MF8" 0.00366498167509162 "Microhyla_fissipes"
"1112" "Actinobacteriota" "G_MF9" 0 "Microhyla_fissipes"
"1113" "Actinobacteriota" "G_OG1" 0.00939485907711384 "Odorrana_graminea"
"1114" "Actinobacteriota" "G_OG2" 0.0646929111810031 "Odorrana_graminea"
"1115" "Actinobacteriota" "G_OG3" 0.023055 "Odorrana_graminea"
"1116" "Actinobacteriota" "G_OG4" 0.0612119394030298 "Odorrana_graminea"
"1117" "Actinobacteriota" "G_OG5" 0.001430014300143 "Odorrana_graminea"
"1118" "Actinobacteriota" "G_OG6" 0.00530992035119473 "Odorrana_graminea"
"1119" "Actinobacteriota" "G_OGR1" 0.000854978625534362 "Odorrana_grahami"
"1120" "Actinobacteriota" "G_OGR2" 0.00365959744428113 "Odorrana_grahami"
"1121" "Actinobacteriota" "G_OGR3" 0.00772 "Odorrana_grahami"
"1122" "Actinobacteriota" "G_OGR4" 0.0029396913324101 "Odorrana_grahami"
"1123" "Actinobacteriota" "G_OM1" 0.00029 "Odorrana_margaretae"
"1124" "Actinobacteriota" "G_OM10" 0.00103508798247851 "Odorrana_margaretae"
"1125" "Actinobacteriota" "G_OM11" 0.003850038500385 "Odorrana_margaretae"
"1126" "Actinobacteriota" "G_OM12" 0.00362974591778576 "Odorrana_margaretae"
"1127" "Actinobacteriota" "G_OM13" 0.000165004125103128 "Odorrana_margaretae"
"1128" "Actinobacteriota" "G_OM14" 0.016959915200424 "Odorrana_margaretae"
"1129" "Actinobacteriota" "G_OM15" 0.0115197120071998 "Odorrana_margaretae"
"1130" "Actinobacteriota" "G_OM16" 0.124616869253039 "Odorrana_margaretae"
"1131" "Actinobacteriota" "G_OM17" 0.0168750843754219 "Odorrana_margaretae"
"1132" "Actinobacteriota" "G_OM18" 0.0668953344766724 "Odorrana_margaretae"
"1133" "Actinobacteriota" "G_OM19" 0.0278155563111262 "Odorrana_margaretae"
"1134" "Actinobacteriota" "G_OM2" 0.0372343085771443 "Odorrana_margaretae"
"1135" "Actinobacteriota" "G_OM20" 0.05211 "Odorrana_margaretae"
"1136" "Actinobacteriota" "G_OM21" 0.0197451974519745 "Odorrana_margaretae"
"1137" "Actinobacteriota" "G_OM22" 0.0399661989859696 "Odorrana_margaretae"
"1138" "Actinobacteriota" "G_OM23" 0.0333898330508347 "Odorrana_margaretae"
"1139" "Actinobacteriota" "G_OM24" 0.00446497767511162 "Odorrana_margaretae"
"1140" "Actinobacteriota" "G_OM3" 0.000840037801701077 "Odorrana_margaretae"
"1141" "Actinobacteriota" "G_OM4" 0.00139988101011414 "Odorrana_margaretae"
"1142" "Actinobacteriota" "G_OM5" 0.0153666134944169 "Odorrana_margaretae"
"1143" "Actinobacteriota" "G_OM6" 0.0292510237858325 "Odorrana_margaretae"
"1144" "Actinobacteriota" "G_OM7" 0.00430487085387438 "Odorrana_margaretae"
"1145" "Actinobacteriota" "G_OM8" 0.00256994860102798 "Odorrana_margaretae"
"1146" "Actinobacteriota" "G_OM9" 0.00821008210082101 "Odorrana_margaretae"
"1147" "Actinobacteriota" "G_OO1" 0.00861012915193728 "Oreolalax_omeimontis"
"1148" "Actinobacteriota" "G_OO2" 0.00274004110061651 "Oreolalax_omeimontis"
"1149" "Actinobacteriota" "G_OO3" 0.0010749892501075 "Oreolalax_omeimontis"
"1150" "Actinobacteriota" "G_OO4" 0.00126502530050601 "Oreolalax_omeimontis"
"1151" "Actinobacteriota" "G_OS1" 0.220282797172028 "Odorrana_schmackeri"
"1152" "Actinobacteriota" "G_OS2" 0.000719992800071999 "Odorrana_schmackeri"
"1153" "Actinobacteriota" "G_OS3" 0.014070140701407 "Odorrana_schmackeri"
"1154" "Actinobacteriota" "G_OS4" 0.155165775828879 "Odorrana_schmackeri"
"1155" "Actinobacteriota" "G_OS5" 0.224436733101993 "Odorrana_schmackeri"
"1156" "Actinobacteriota" "G_OS6" 0.020225606768203 "Odorrana_schmackeri"
"1157" "Actinobacteriota" "G_PB1" 0.00960519210384208 "Polypedates_braueri"
"1158" "Actinobacteriota" "G_PB10" 0.127756277562776 "Polypedates_braueri"
"1159" "Actinobacteriota" "G_PB11" 0.202487087048047 "Polypedates_braueri"
"1160" "Actinobacteriota" "G_PB12" 0.0193749031254844 "Polypedates_braueri"
"1161" "Actinobacteriota" "G_PB13" 0.0988520344389668 "Polypedates_braueri"
"1162" "Actinobacteriota" "G_PB14" 0.0267251336256681 "Polypedates_braueri"
"1163" "Actinobacteriota" "G_PB2" 0.000489987750306242 "Polypedates_braueri"
"1164" "Actinobacteriota" "G_PB3" 0.0367559188979725 "Polypedates_braueri"
"1165" "Actinobacteriota" "G_PB4" 0.140850844695095 "Polypedates_braueri"
"1166" "Actinobacteriota" "G_PB5" 0.0494152470762354 "Polypedates_braueri"
"1167" "Actinobacteriota" "G_PB6" 0.273349100236504 "Polypedates_braueri"
"1168" "Actinobacteriota" "G_PB7" 0.0146650733253666 "Polypedates_braueri"
"1169" "Actinobacteriota" "G_PB8" 0.0939585906211407 "Polypedates_braueri"
"1170" "Actinobacteriota" "G_PB9" 0.237422625773742 "Polypedates_braueri"
"1171" "Actinobacteriota" "G_PN1" 0.10178 "Pelophylax_nigromaculatus"
"1172" "Actinobacteriota" "G_PN10" 0.000304998475007625 "Pelophylax_nigromaculatus"
"1173" "Actinobacteriota" "G_PN11" 0.0559397203013985 "Pelophylax_nigromaculatus"
"1174" "Actinobacteriota" "G_PN12" 0.0239853597803967 "Pelophylax_nigromaculatus"
"1175" "Actinobacteriota" "G_PN13" 0.0121749391253044 "Pelophylax_nigromaculatus"
"1176" "Actinobacteriota" "G_PN14" 0.195460226988651 "Pelophylax_nigromaculatus"
"1177" "Actinobacteriota" "G_PN15" 0.036532260080494 "Pelophylax_nigromaculatus"
"1178" "Actinobacteriota" "G_PN16" 0.00669489957650635 "Pelophylax_nigromaculatus"
"1179" "Actinobacteriota" "G_PN17" 0.029739702602974 "Pelophylax_nigromaculatus"
"1180" "Actinobacteriota" "G_PN18" 0.0435391292174157 "Pelophylax_nigromaculatus"
"1181" "Actinobacteriota" "G_PN19" 0.00526978920843166 "Pelophylax_nigromaculatus"
"1182" "Actinobacteriota" "G_PN2" 0.0302409072272168 "Pelophylax_nigromaculatus"
"1183" "Actinobacteriota" "G_PN20" 0.007355 "Pelophylax_nigromaculatus"
"1184" "Actinobacteriota" "G_PN21" 0.016064357425703 "Pelophylax_nigromaculatus"
"1185" "Actinobacteriota" "G_PN22" 0.00378505677585164 "Pelophylax_nigromaculatus"
"1186" "Actinobacteriota" "G_PN23" 0.0703253516267581 "Pelophylax_nigromaculatus"
"1187" "Actinobacteriota" "G_PN24" 0.01204 "Pelophylax_nigromaculatus"
"1188" "Actinobacteriota" "G_PN25" 0.0149948500514995 "Pelophylax_nigromaculatus"
"1189" "Actinobacteriota" "G_PN26" 0.0265115906954417 "Pelophylax_nigromaculatus"
"1190" "Actinobacteriota" "G_PN3" 0.0811325660230193 "Pelophylax_nigromaculatus"
"1191" "Actinobacteriota" "G_PN4" 0.0303533305668188 "Pelophylax_nigromaculatus"
"1192" "Actinobacteriota" "G_PN5" 0.0609456094560946 "Pelophylax_nigromaculatus"
"1193" "Actinobacteriota" "G_PN6" 0.0304645430318545 "Pelophylax_nigromaculatus"
"1194" "Actinobacteriota" "G_PN7" 0.0324993500129997 "Pelophylax_nigromaculatus"
"1195" "Actinobacteriota" "G_PN8" 0.0222 "Pelophylax_nigromaculatus"
"1196" "Actinobacteriota" "G_PN9" 0.0150950754753774 "Pelophylax_nigromaculatus"
"1197" "Actinobacteriota" "G_QB1" 0.000615009225138377 "Quasipaa_boulengeri"
"1198" "Actinobacteriota" "G_QB10" 0.0293604404066061 "Quasipaa_boulengeri"
"1199" "Actinobacteriota" "G_QB11" 0.0353815921716477 "Quasipaa_boulengeri"
"1200" "Actinobacteriota" "G_QB12" 0.0210245795084098 "Quasipaa_boulengeri"
"1201" "Actinobacteriota" "G_QB13" 0.0580711614232285 "Quasipaa_boulengeri"
"1202" "Actinobacteriota" "G_QB14" 0.00285495717564237 "Quasipaa_boulengeri"
"1203" "Actinobacteriota" "G_QB15" 0.108777175543511 "Quasipaa_boulengeri"
"1204" "Actinobacteriota" "G_QB16" 0.00634503172515863 "Quasipaa_boulengeri"
"1205" "Actinobacteriota" "G_QB17" 0.025225630640766 "Quasipaa_boulengeri"
"1206" "Actinobacteriota" "G_QB18" 0.0623246883765581 "Quasipaa_boulengeri"
"1207" "Actinobacteriota" "G_QB19" 0.0895895520522397 "Quasipaa_boulengeri"
"1208" "Actinobacteriota" "G_QB2" 0.0475052375261876 "Quasipaa_boulengeri"
"1209" "Actinobacteriota" "G_QB3" 0.000540005400054001 "Quasipaa_boulengeri"
"1210" "Actinobacteriota" "G_QB4" 0.000705003525017625 "Quasipaa_boulengeri"
"1211" "Actinobacteriota" "G_QB5" 0.00281498592507037 "Quasipaa_boulengeri"
"1212" "Actinobacteriota" "G_QB6" 0.002560025600256 "Quasipaa_boulengeri"
"1213" "Actinobacteriota" "G_QB7" 0.0161003220064401 "Quasipaa_boulengeri"
"1214" "Actinobacteriota" "G_QB8" 0.0436956554348315 "Quasipaa_boulengeri"
"1215" "Actinobacteriota" "G_QB9" 0.00627503137515688 "Quasipaa_boulengeri"
"1216" "Actinobacteriota" "G_RCH1" 0.00969004845024225 "Rana_chaochiaoensis"
"1217" "Actinobacteriota" "G_RCH2" 0.00397994030089549 "Rana_chaochiaoensis"
"1218" "Actinobacteriota" "G_RCH3" 0.001085 "Rana_chaochiaoensis"
"1219" "Actinobacteriota" "G_RCH4" 0.000765003825019125 "Rana_chaochiaoensis"
"1220" "Actinobacteriota" "G_RO1" 0.132106605330267 "Rana_omeimontis"
"1221" "Actinobacteriota" "G_RO10" 0.0395344069838952 "Rana_omeimontis"
"1222" "Actinobacteriota" "G_RO11" 0.0173605208156245 "Rana_omeimontis"
"1223" "Actinobacteriota" "G_RO2" 0.0739898093376069 "Rana_omeimontis"
"1224" "Actinobacteriota" "G_RO3" 0.125311879678195 "Rana_omeimontis"
"1225" "Actinobacteriota" "G_RO4" 0.0747327580172595 "Rana_omeimontis"
"1226" "Actinobacteriota" "G_RO5" 0.11919440402798 "Rana_omeimontis"
"1227" "Actinobacteriota" "G_RO6" 0.0489072008240371 "Rana_omeimontis"
"1228" "Actinobacteriota" "G_RO7" 0.157754745941514 "Rana_omeimontis"
"1229" "Actinobacteriota" "G_RO8" 0.0720210803162047 "Rana_omeimontis"
"1230" "Actinobacteriota" "G_RO9" 0.0129853246331158 "Rana_omeimontis"
"1231" "Actinobacteriota" "G_SB1" 0.000330066013202641 "Scutiger_boulengeri"
"1232" "Actinobacteriota" "G_SB2" 0.000360009000225006 "Scutiger_boulengeri"
"1233" "Actinobacteriota" "G_SB3" 0.0130605224208968 "Scutiger_boulengeri"
"1234" "Actinobacteriota" "G_SB4" 0.00056999715001425 "Scutiger_boulengeri"
"1235" "Actinobacteriota" "G_SB5" 0.00900959456824443 "Scutiger_boulengeri"
"1236" "Actinobacteriota" "G_SB6" 0.000979980400391992 "Scutiger_boulengeri"
"1237" "Armatimonadota" "G_AL1" 0 "Amolops_loloensis"
"1238" "Armatimonadota" "G_AL2" 0 "Amolops_loloensis"
"1239" "Armatimonadota" "G_AL3" 0 "Amolops_loloensis"
"1240" "Armatimonadota" "G_AL4" 0 "Amolops_loloensis"
"1241" "Armatimonadota" "G_AL5" 0 "Amolops_loloensis"
"1242" "Armatimonadota" "G_AL6" 0 "Amolops_loloensis"
"1243" "Armatimonadota" "G_AM1" 0 "Amolops_mantzorum"
"1244" "Armatimonadota" "G_AM10" 0 "Amolops_mantzorum"
"1245" "Armatimonadota" "G_AM11" 0 "Amolops_mantzorum"
"1246" "Armatimonadota" "G_AM12" 0 "Amolops_mantzorum"
"1247" "Armatimonadota" "G_AM13" 0 "Amolops_mantzorum"
"1248" "Armatimonadota" "G_AM14" 0 "Amolops_mantzorum"
"1249" "Armatimonadota" "G_AM15" 0 "Amolops_mantzorum"
"1250" "Armatimonadota" "G_AM16" 0 "Amolops_mantzorum"
"1251" "Armatimonadota" "G_AM17" 0 "Amolops_mantzorum"
"1252" "Armatimonadota" "G_AM2" 0 "Amolops_mantzorum"
"1253" "Armatimonadota" "G_AM3" 0 "Amolops_mantzorum"
"1254" "Armatimonadota" "G_AM4" 0 "Amolops_mantzorum"
"1255" "Armatimonadota" "G_AM5" 0 "Amolops_mantzorum"
"1256" "Armatimonadota" "G_AM6" 0 "Amolops_mantzorum"
"1257" "Armatimonadota" "G_AM7" 0 "Amolops_mantzorum"
"1258" "Armatimonadota" "G_AM8" 0 "Amolops_mantzorum"
"1259" "Armatimonadota" "G_AM9" 0 "Amolops_mantzorum"
"1260" "Armatimonadota" "G_BG100" 0 "Bufo_gargarizans"
"1261" "Armatimonadota" "G_BG101" 0 "Bufo_gargarizans"
"1262" "Armatimonadota" "G_BG102" 0 "Bufo_gargarizans"
"1263" "Armatimonadota" "G_BG103" 0 "Bufo_gargarizans"
"1264" "Armatimonadota" "G_BG104" 0 "Bufo_gargarizans"
"1265" "Armatimonadota" "G_BG105" 0 "Bufo_gargarizans"
"1266" "Armatimonadota" "G_BG106" 0 "Bufo_gargarizans"
"1267" "Armatimonadota" "G_BG107" 0 "Bufo_gargarizans"
"1268" "Armatimonadota" "G_BG108" 0 "Bufo_gargarizans"
"1269" "Armatimonadota" "G_BG109" 0 "Bufo_gargarizans"
"1270" "Armatimonadota" "G_BG110" 0 "Bufo_gargarizans"
"1271" "Armatimonadota" "G_BG111" 0 "Bufo_gargarizans"
"1272" "Armatimonadota" "G_BG112" 0 "Bufo_gargarizans"
"1273" "Armatimonadota" "G_BG113" 0 "Bufo_gargarizans"
"1274" "Armatimonadota" "G_BG114" 0 "Bufo_gargarizans"
"1275" "Armatimonadota" "G_BG115" 0 "Bufo_gargarizans"
"1276" "Armatimonadota" "G_BG116" 0 "Bufo_gargarizans"
"1277" "Armatimonadota" "G_BG117" 0 "Bufo_gargarizans"
"1278" "Armatimonadota" "G_BG118" 0 "Bufo_gargarizans"
"1279" "Armatimonadota" "G_BG119" 0 "Bufo_gargarizans"
"1280" "Armatimonadota" "G_BG120" 0 "Bufo_gargarizans"
"1281" "Armatimonadota" "G_BG121" 0 "Bufo_gargarizans"
"1282" "Armatimonadota" "G_BG122" 0 "Bufo_gargarizans"
"1283" "Armatimonadota" "G_BG123" 0 "Bufo_gargarizans"
"1284" "Armatimonadota" "G_BG124" 9.99990000099999e-05 "Bufo_gargarizans"
"1285" "Armatimonadota" "G_BG125" 1.50018002160259e-05 "Bufo_gargarizans"
"1286" "Armatimonadota" "G_BG126" 0 "Bufo_gargarizans"
"1287" "Armatimonadota" "G_BG127" 4.50013500405012e-05 "Bufo_gargarizans"
"1288" "Armatimonadota" "G_BG128" 2.49963755255488e-05 "Bufo_gargarizans"
"1289" "Armatimonadota" "G_BG44" 0 "Bufo_gargarizans"
"1290" "Armatimonadota" "G_BG45" 0 "Bufo_gargarizans"
"1291" "Armatimonadota" "G_BG46" 0 "Bufo_gargarizans"
"1292" "Armatimonadota" "G_BG47" 0 "Bufo_gargarizans"
"1293" "Armatimonadota" "G_BG48" 0 "Bufo_gargarizans"
"1294" "Armatimonadota" "G_BG49" 0 "Bufo_gargarizans"
"1295" "Armatimonadota" "G_BG50" 0 "Bufo_gargarizans"
"1296" "Armatimonadota" "G_BG51" 0 "Bufo_gargarizans"
"1297" "Armatimonadota" "G_BG52" 0 "Bufo_gargarizans"
"1298" "Armatimonadota" "G_BG53" 0 "Bufo_gargarizans"
"1299" "Armatimonadota" "G_BG54" 0 "Bufo_gargarizans"
"1300" "Armatimonadota" "G_BG55" 0 "Bufo_gargarizans"
"1301" "Armatimonadota" "G_BG56" 0 "Bufo_gargarizans"
"1302" "Armatimonadota" "G_BG57" 0 "Bufo_gargarizans"
"1303" "Armatimonadota" "G_BG58" 0 "Bufo_gargarizans"
"1304" "Armatimonadota" "G_BG59" 0 "Bufo_gargarizans"
"1305" "Armatimonadota" "G_BG60" 0 "Bufo_gargarizans"
"1306" "Armatimonadota" "G_BG61" 0 "Bufo_gargarizans"
"1307" "Armatimonadota" "G_BG62" 0 "Bufo_gargarizans"
"1308" "Armatimonadota" "G_BG63" 0 "Bufo_gargarizans"
"1309" "Armatimonadota" "G_BG64" 0 "Bufo_gargarizans"
"1310" "Armatimonadota" "G_BG65" 0 "Bufo_gargarizans"
"1311" "Armatimonadota" "G_BG66" 0 "Bufo_gargarizans"
"1312" "Armatimonadota" "G_BG67" 0 "Bufo_gargarizans"
"1313" "Armatimonadota" "G_BG68" 0 "Bufo_gargarizans"
"1314" "Armatimonadota" "G_BG69" 0 "Bufo_gargarizans"
"1315" "Armatimonadota" "G_BG70" 0 "Bufo_gargarizans"
"1316" "Armatimonadota" "G_BG71" 0 "Bufo_gargarizans"
"1317" "Armatimonadota" "G_BG72" 0 "Bufo_gargarizans"
"1318" "Armatimonadota" "G_BG73" 0 "Bufo_gargarizans"
"1319" "Armatimonadota" "G_BG74" 0 "Bufo_gargarizans"
"1320" "Armatimonadota" "G_BG75" 0 "Bufo_gargarizans"
"1321" "Armatimonadota" "G_BG76" 0 "Bufo_gargarizans"
"1322" "Armatimonadota" "G_BG77" 0 "Bufo_gargarizans"
"1323" "Armatimonadota" "G_BG78" 0 "Bufo_gargarizans"
"1324" "Armatimonadota" "G_BG79" 0 "Bufo_gargarizans"
"1325" "Armatimonadota" "G_BG80" 0 "Bufo_gargarizans"
"1326" "Armatimonadota" "G_BG81" 0 "Bufo_gargarizans"
"1327" "Armatimonadota" "G_BG82" 0 "Bufo_gargarizans"
"1328" "Armatimonadota" "G_BG83" 0 "Bufo_gargarizans"
"1329" "Armatimonadota" "G_BG84" 0 "Bufo_gargarizans"
"1330" "Armatimonadota" "G_BG85" 0 "Bufo_gargarizans"
"1331" "Armatimonadota" "G_BG86" 0 "Bufo_gargarizans"
"1332" "Armatimonadota" "G_BG87" 0 "Bufo_gargarizans"
"1333" "Armatimonadota" "G_BG88" 0 "Bufo_gargarizans"
"1334" "Armatimonadota" "G_BG89" 0 "Bufo_gargarizans"
"1335" "Armatimonadota" "G_BG90" 0 "Bufo_gargarizans"
"1336" "Armatimonadota" "G_BG91" 0 "Bufo_gargarizans"
"1337" "Armatimonadota" "G_BG92" 0 "Bufo_gargarizans"
"1338" "Armatimonadota" "G_BG93" 0 "Bufo_gargarizans"
"1339" "Armatimonadota" "G_BG94" 0 "Bufo_gargarizans"
"1340" "Armatimonadota" "G_BG95" 0 "Bufo_gargarizans"
"1341" "Armatimonadota" "G_BG96" 0 "Bufo_gargarizans"
"1342" "Armatimonadota" "G_BG97" 0 "Bufo_gargarizans"
"1343" "Armatimonadota" "G_BG98" 0 "Bufo_gargarizans"
"1344" "Armatimonadota" "G_BG99" 0 "Bufo_gargarizans"
