G_AL1	G_AL2	G_AL3	G_AL4	G_AL5	G_AL6	G_AM1	G_AM10	G_AM11	G_AM12	G_AM13	G_AM14	G_AM15	G_AM16	G_AM17	G_AM2	G_AM3	G_AM4	G_AM5	G_AM6	G_AM7	G_AM8	G_AM9	G_BG100	G_BG101	G_BG102	G_BG103	G_BG104	G_BG105	G_BG106	G_BG107	G_BG108	G_BG109	G_BG110	G_BG111	G_BG112	G_BG113	G_BG114	G_BG115	G_BG116	G_BG117	G_BG118	G_BG119	G_BG120	G_BG121	G_BG122	G_BG123	G_BG124	G_BG125	G_BG126	G_BG127	G_BG128	G_BG44	G_BG45	G_BG46	G_BG47	G_BG48	G_BG49	G_BG50	G_BG51	G_BG52	G_BG53	G_BG54	G_BG55	G_BG56	G_BG57	G_BG58	G_BG59	G_BG60	G_BG61	G_BG62	G_BG63	G_BG64	G_BG65	G_BG66	G_BG67	G_BG68	G_BG69	G_BG70	G_BG71	G_BG72	G_BG73	G_BG74	G_BG75	G_BG76	G_BG77	G_BG78	G_BG79	G_BG80	G_BG81	G_BG82	G_BG83	G_BG84	G_BG85	G_BG86	G_BG87	G_BG88	G_BG89	G_BG90	G_BG91	G_BG92	G_BG93	G_BG94	G_BG95	G_BG96	G_BG97	G_BG98	G_BG99	G_BP1	G_BP2	G_BP3	G_BP4	G_BP5	G_BP6	G_BP7	G_BP8	G_FM10	G_FM100	G_FM101	G_FM102	G_FM103	G_FM104	G_FM105	G_FM106	G_FM107	G_FM108	G_FM109	G_FM11	G_FM110	G_FM111	G_FM12	G_FM13	G_FM14	G_FM15	G_FM16	G_FM17	G_FM18	G_FM19	G_FM2	G_FM20	G_FM21	G_FM22	G_FM23	G_FM24	G_FM25	G_FM26	G_FM27	G_FM28	G_FM29	G_FM3	G_FM30	G_FM31	G_FM32	G_FM33	G_FM34	G_FM35	G_FM36	G_FM37	G_FM38	G_FM39	G_FM4	G_FM40	G_FM41	G_FM42	G_FM43	G_FM44	G_FM45	G_FM46	G_FM47	G_FM48	G_FM49	G_FM5	G_FM50	G_FM51	G_FM52	G_FM53	G_FM54	G_FM55	G_FM56	G_FM57	G_FM58	G_FM59	G_FM6	G_FM60	G_FM61	G_FM62	G_FM63	G_FM64	G_FM65	G_FM66	G_FM67	G_FM68	G_FM69	G_FM7	G_FM70	G_FM71	G_FM72	G_FM73	G_FM74	G_FM75	G_FM76	G_FM77	G_FM78	G_FM79	G_FM8	G_FM80	G_FM81	G_FM82	G_FM83	G_FM84	G_FM85	G_FM86	G_FM87	G_FM88	G_FM89	G_FM9	G_FM90	G_FM91	G_FM92	G_FM93	G_FM94	G_FM95	G_FM96	G_FM97	G_FM98	G_FM99	G_HG1	G_HG10	G_HG11	G_HG12	G_HG13	G_HG14	G_HG15	G_HG16	G_HG17	G_HG18	G_HG19	G_HG2	G_HG20	G_HG21	G_HG22	G_HG23	G_HG24	G_HG25	G_HG26	G_HG27	G_HG28	G_HG29	G_HG3	G_HG4	G_HG5	G_HG6	G_HG7	G_HG8	G_HG9	G_KR1	G_KR2	G_KR3	G_KR4	G_KR5	G_KR6	G_KR7	G_KR8	G_MF1	G_MF10	G_MF11	G_MF12	G_MF13	G_MF14	G_MF15	G_MF16	G_MF17	G_MF18	G_MF19	G_MF2	G_MF20	G_MF21	G_MF22	G_MF23	G_MF24	G_MF25	G_MF3	G_MF4	G_MF5	G_MF6	G_MF7	G_MF8	G_MF9	G_OG1	G_OG2	G_OG3	G_OG4	G_OG5	G_OG6	G_OGR1	G_OGR2	G_OGR3	G_OGR4	G_OM1	G_OM10	G_OM11	G_OM12	G_OM13	G_OM14	G_OM15	G_OM16	G_OM17	G_OM18	G_OM19	G_OM2	G_OM20	G_OM21	G_OM22	G_OM23	G_OM24	G_OM3	G_OM4	G_OM5	G_OM6	G_OM7	G_OM8	G_OM9	G_OO1	G_OO2	G_OO3	G_OO4	G_OS1	G_OS2	G_OS3	G_OS4	G_OS5	G_OS6	G_PB1	G_PB10	G_PB11	G_PB12	G_PB13	G_PB14	G_PB2	G_PB3	G_PB4	G_PB5	G_PB6	G_PB7	G_PB8	G_PB9	G_PN1	G_PN10	G_PN11	G_PN12	G_PN13	G_PN14	G_PN15	G_PN16	G_PN17	G_PN18	G_PN19	G_PN2	G_PN20	G_PN21	G_PN22	G_PN23	G_PN24	G_PN25	G_PN26	G_PN3	G_PN4	G_PN5	G_PN6	G_PN7	G_PN8	G_PN9	G_QB1	G_QB10	G_QB11	G_QB12	G_QB13	G_QB14	G_QB15	G_QB16	G_QB17	G_QB18	G_QB19	G_QB2	G_QB3	G_QB4	G_QB5	G_QB6	G_QB7	G_QB8	G_QB9	G_RCH1	G_RCH2	G_RCH3	G_RCH4	G_RO1	G_RO10	G_RO11	G_RO2	G_RO3	G_RO4	G_RO5	G_RO6	G_RO7	G_RO8	G_RO9	G_SB1	G_SB2	G_SB3	G_SB4	G_SB5	G_SB6
Halobacterota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	24	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCP-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Latescibacterota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBNT15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	70	162	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylomirabilota	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	54	0	0	23	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myxococcota	0	0	0	0	0	5	0	0	0	25	0	17	0	0	0	0	0	0	0	0	0	0	0	0	891	0	306	0	0	12	134	0	0	196	0	0	55	0	0	107	0	0	0	0	4	0	4	39	13	0	77	12	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	98	0	59	0	71	21	0	16	0	0	0	0	8	0	0	57	0	24	21	20	0	0	35	30	16	0	0	7	0	304	0	84	0	666	0	0	57	6	0	136	0	2	14	340	0	256	0	9	0	0	374	884	131	0	1783	2701	515	1250	31	140	0	456	0	148	0	83	24	1624	32	120	218	174	123	67	71	0	110	363	6506	63	726	0	0	0	65	0	0	49	1177	700	496	560	0	1347	33	1785	916	1164	14	147	675	80	0	892	0	0	0	0	46	665	228	155	87	724	194	2216	40	0	124	290	27	65	13	0	30	2804	0	579	0	179	0	377	1223	43	246	264	109	84	488	205	685	14	214	514	0	2981	11	38	70	13	950	1651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559	0	0	0	57	0	10	136	0	701	30	0	6990	0	20	241	0	26	0	0	0	572	0	26	0	19	0	0	0	31	0	0	0	0	0	0	18	0	0	0	30	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	228	1082	0	0	0	0	38	2210	0	68	0	0	854	33	0	0	0	0	9	0	0	0	108	31	24	0	0	0	113	98	0	274	2704	60	0	0	0	6	0	0	95	0	0	0	100	99	0	32	427	5211	0	0	0	0	0	11	0	0	0	10	0	0	0	0	0	34	0	0	0	1301	375	0	0	0	0	0	0	0	0
NB1-j	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	15	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	9	0	0	56	46	42	0	7	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrospinota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrospirota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	28	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	7	0	0	0	521	133	0	0	0	0	0	0	0	0	37	0	0	10	0	0	0	0	0	89	0	0	0	0	0	5	0	0	25	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Patescibacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	224	0	0	0	0	0	203	0	47	0	0	0	24	0	0	32	0	0	0	13	0	0	2	0	0	7	110	0	6	58	9	0	22	0	0	0	0	0	0	0	509	0	0	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	7	120	0	0	0	30	35	0	0	0	0	0	0	0	0	0	0	27	0	0	185	2	37	60	47	284	0	343	18	0	0	0	0	0	21	74	0	0	0	66	13	649	0	86	48	26	0	0	0	13	0	32	0	0	0	60	0	0	0	0	0	0	44	0	0	0	0	0	0	0	172	0	0	0	0	0	11150	0	161	398	0	0	0	0	41	0	0	0	43	0	0	0	40	0	232	0	10	302	75	25	199	0	0	32	326	32	27	0	0	180	18	0	0	68	54	129	18	0	0	0	0	0	25	0	0	0	38	9	11	21	0	0	0	0	22	175	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	57	0	150	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	19	0	15	0	0	0	9	0	0	0	10	67	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	141	8	0	0	0	0	0	59	0	0	0	0	0	0	9	932	0	0	0	5	0	0	0	0	0	9	49	0	0	0	0	0	0	0	17	0	75	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	141	5	0	69	0	0	23	147	0	80	98	169	1209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	42	0	0	0	1188	5	0	0
Planctomycetota	0	4	0	0	0	116	0	36	0	351	39	0	0	0	0	0	270	0	16	0	351	23733	20	0	1904	0	3387	83	2702	393	340	0	0	8	0	0	11	0	13	20	143	112	0	430	5187	9	7	882	23	0	17	51	9	79	176	0	0	0	60	1158	0	100	0	0	0	0	0	0	0	0	0	48	122	36	1117	11	0	263	188	0	0	0	324	0	0	0	384	28	266	77	0	509	13	342	0	149	1165	0	0	8	0	22	31	665	169	0	0	2377	0	188	6738	1210	889	4482	1267	645	114	4286	68	1611	188	175	0	336	2619	2772	1873	376	1971	14394	6723	25133	88	3395	2180	1164	22	819	1815	123	1766	6068	787	157	2286	4446	59	60	279	230	542	1666	9519	873	14189	125	132	108	458	581	2011	3230	20009	11702	4843	3209	307	4568	104	823	6159	1724	105	413	163	211	1201	3833	1029	160	966	43	82	1717	1715	1463	1423	7546	5026	2292	1607	0	456	4258	3320	2023	302	0	130	6765	279	1736	234	4148	277	2019	2283	125	489	84	1090	813	3018	759	3673	668	701	6779	2973	18839	199	1741	2702	883	4443	25437	550	0	0	704	0	18	0	0	0	329	0	1848	0	0	4	619	16	0	0	0	0	375	24	18885	0	236	0	0	0	842	644	0	239	480	0	24325	31	269	267	73	42	21	0	137	269	606	342	690	563	0	313	48	234	0	117	32	2731	807	453	627	654	0	0	306	10	17	0	444	33	1714	19	10	47	0	16	0	0	1607	693	0	123	0	501	625	0	0	97	68	0	24	60	629	94	0	19	0	110	96	0	77	2048	34	0	0	78	23	0	964	4465	1227	280	72	63	0	3153	336	281	16	88	2530	18	0	0	14	45	198	955	0	107	1794	692	0	118	81	0	988	34	0	610	10542	1367	201	42	0	190	0	0	186	0	25	281	204	166	51	25	872	887	9392	132	234	243	1456	153	298	0	0	0	0	0	136	224	0	272	6	24	0	869	4877	6724	584	5	8	0	10	139	15
Proteobacteria	193454	196743	183583	184267	161592	157022	196145	48756	34802	30116	3556	81574	90965	2149	485	138203	12498	7011	1517	4824	128371	65971	2411	1370	6836	1401	55555	12464	10881	11309	13571	4173	17445	9233	437	2085	3917	1803	669	655	112076	157998	171206	151362	141785	189863	164190	95592	167369	154922	115937	164780	180060	71566	31304	162165	164352	55991	119899	20165	73414	15610	93172	147797	138707	126963	7316	99751	54479	22397	144193	69591	30018	199531	13748	4385	105355	6416	9855	4156	5736	55482	11415	26873	2571	1344	11274	885	5955	14841	21207	4765	1677	13000	2168	3168	2704	28032	12599	122839	2398	6052	403	13195	32040	29605	1650	12952	186729	7708	97605	87104	35341	129457	39482	30418	1673	38073	33706	5793	12933	5009	1143	4130	19732	21727	22364	6902	12605	60754	28015	111341	60002	93815	155393	93652	3307	35575	3026	8416	18020	68770	22076	141956	43728	59982	108093	181124	7946	2022	5752	7506	133679	1355	82265	10211	6169	15722	10031	9247	33079	80251	45497	91795	59760	26016	26500	26902	28041	61301	47290	57993	16875	12397	25458	16596	6366	9860	4223	2595	9654	1030	4767	19880	17292	7249	11912	30339	72354	15015	9635	1489	4431	13302	12256	69353	3558	2501	1236	88532	3774	23297	5467	46585	39643	12045	15146	2905	5312	1294	8076	2788	11743	21382	13524	158254	26824	18278	3972	21323	2077	7925	42355	4215	49741	43995	59764	19462	1259	10200	137606	57414	47553	139173	20139	2101	729	5240	134	1224	1902	4651	19629	3152	3639	1694	2855	7518	14860	24719	1156	88089	72214	1841	81020	141017	10183	16176	8306	6690	1091	82058	1008	48218	77382	497	5378	8818	1538	2671	11375	59420	7826	825	25731	1821	6182	10399	11939	31222	1632	58201	7128	96938	41684	14994	5227	198493	4103	36810	5348	15420	4395	7766	189269	84520	56061	181862	173474	194671	156989	108654	198103	161231	80153	3026	104	5057	35630	28733	3053	60	2190	5563	178105	145925	170100	57759	45218	76225	172433	161487	4761	7029	24441	32475	135411	166125	4651	1520	51098	14696	33788	17030	85043	6804	15256	1801	183270	46721	60759	23557	5743	4381	7004	34194	11435	189732	12266	19453	5516	5132	16602	19757	2451	28272	46569	10748	13971	20313	6057	25070	2221	1313	8415	87037	9613	7800	1834	47339	9607	82016	148548	23501	16220	4824	135619	180066	20727	10106	9172	179937	53414	69122	71318	5303	24470	2183	23559	7560	78099	77125	195127	197332	124364	1803	1291	1017	6045	3972	15659	2901	5795	90667	28380	5704	100548	185028	89541	112083	2118	756
Rs-K70_termite_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	2427	46	2161	0	0	1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
